produit	handle	rang	url	largeur	hauteur	texte_alternatif
Cache-cou d'asclépiade IMPARFAIT	cache-cou-dasclepiade-imparfait-1	10	https://cdn.shopify.com/s/files/1/0475/8932/7010/files/cc_vert.png?v=1782265332	1536	2048	Cache-cou vert forêt matelassé à motif ondulé, isolé à la soie d'asclépiade, présenté à plat
Cache-cou d'asclépiade IMPARFAIT	cache-cou-dasclepiade-imparfait-1	11	https://cdn.shopify.com/s/files/1/0475/8932/7010/files/Bandeaux_Cache-cou_Viscose_Asclepiade_Rouge.jpg?v=1782265388	2048	1536	Cache-cou en viscose de bambou rouge brique matelassé de surpiqûres en vagues, présenté avec son bandeau torsadé assorti, isolé à la soie d'Amérique, doux et chaud pour l'hiver.
Carte cadeau virtuelle	giftcard	1	https://cdn.shopify.com/s/files/1/0475/8932/7010/files/LAS-logo-icon-grey.png?v=1782265389	1201	1201	Logo de Lasclay: papillon monarque stylisé en traits gris avec une goutte de soie au centre, icône de la marque.
Carte-cadeau	carte-cadeau	1	https://cdn.shopify.com/s/files/1/0475/8932/7010/products/CegepLimoilou-50.jpg?v=1651848921	1261	600	Certificat-cadeau Lasclay de 50$ avec code LIMOILOU et illustration au fusain d'un papillon monarque posé sur des fleurs d'asclépiade.
Chandail polaire isolé à l'asclépiade - type "pull"	chandail-polaire-asclepiade-polar	1	https://cdn.shopify.com/s/files/1/0475/8932/7010/files/Chandail_polar_asclepiade_couche-intermediare_combinaison_avant.jpg?v=1779908208	1122	1402	Chandail polaire noir Lasclay en polyester à col montant et demi-glissière, logo sur la poitrine et tirette à la taille, molleton isolé d'un mélange de fibre de maïs PLA, kapok et asclépiade du Québec, vue de face sur fond gris pâle.
Chandail polaire isolé à l'asclépiade - type "pull"	chandail-polaire-asclepiade-polar	2	https://cdn.shopify.com/s/files/1/0475/8932/7010/files/Chandail_asclepiade_chaud_polar_Randonee_veste_sans-manche.jpg?v=1782265332	1489	2048	Homme en forêt enneigée portant un chandail polaire noir Lasclay en polyester sous une veste sans manche matelassée, tuque et cache-cou noirs, isolant mêlant fibre de maïs PLA, kapok et asclépiade du Québec.
Chandail polaire isolé à l'asclépiade - type "pull"	chandail-polaire-asclepiade-polar	3	https://cdn.shopify.com/s/files/1/0475/8932/7010/files/Schema_chandail_isolation_asclepiade_2564dbe2-c212-4a19-9e5a-fa84b961182a.jpg?v=1782265332	2048	1589	Schéma avant et arrière d'un chandail à col zippé indiquant les sections du buste et des épaules isolées à la soie d'asclépiade.
Chandail polaire isolé à l'asclépiade - type "pull"	chandail-polaire-asclepiade-polar	4	https://cdn.shopify.com/s/files/1/0475/8932/7010/files/Chandail_polar_asclepiade_couche-intermediare_combinaison_arriere.jpg?v=1779908208	1122	1402	Chandail polaire noir Lasclay en polyester à col montant et demi-glissière, molleton dense isolé d'un mélange de fibre de maïs PLA, kapok et asclépiade du Québec, vue arrière avec empiècement sur fond gris pâle.
Chandail polaire isolé à l'asclépiade - type "pull"	chandail-polaire-asclepiade-polar	5	https://cdn.shopify.com/s/files/1/0475/8932/7010/files/Chandail_asclepiade_chaud_polar_Randonee.jpg?v=1782265332	1086	1448	Femme en randonnée au bord d'un lac ensoleillé portant un chandail polaire noir Lasclay en polyester, casquette et sac de poitrine, couche intermédiaire chaude isolée d'un mélange de fibre de maïs PLA, kapok et asclépiade du Québec.
Combo automnal: Bandeau + cache-cou	automne-bandeau-cache-cou-asclepiade	1	https://cdn.shopify.com/s/files/1/0475/8932/7010/files/bandeaucache-cou.png?v=1721334038	1024	1638	Combo automnal bandeau et cache-cou isolés à la fibre d'asclépiade, pour affronter la fraîcheur en douceur.
Combo automnal: Bandeau + cache-cou	automne-bandeau-cache-cou-asclepiade	2	https://cdn.shopify.com/s/files/1/0475/8932/7010/files/bandeau_printemps_1024_x_1024_6ef05bac-2cd6-4d2d-ba89-0158c1a11d0f.jpg?v=1721334205	1024	1024	
Combo automnal: Bandeau + cache-cou	automne-bandeau-cache-cou-asclepiade	3	https://cdn.shopify.com/s/files/1/0475/8932/7010/files/2_MG_4975.jpg?v=1721334293	2304	3456	Logo ou icône de la marque Lasclay.
Combo bandeau & cache-cou - Précommande novembre 2025	bandeau-torsade-et-cache-cou	1	https://cdn.shopify.com/s/files/1/0475/8932/7010/files/Bandeaux_Cache-cou_Viscose_Asclepiade_Grispale.jpg?v=1760450752	4000	3000	Combo bandeau et cache-cou en viscose de bambou gris pâle marbré, matelassé de surpiqûres ondulées, isolé à la soie d'asclépiade, doux au toucher et chaud sous le manteau.
Combo bandeau & cache-cou - Précommande novembre 2025	bandeau-torsade-et-cache-cou	2	https://cdn.shopify.com/s/files/1/0475/8932/7010/files/Bandeaux_Cache-cou_Viscose_Asclepiade_GrisFonce.jpg?v=1760450752	4000	3000	Combo bandeau et cache-cou en viscose de bambou gris foncé marbré, cache-cou matelassé de surpiqûres ondulées, isolé à la fibre d'asclépiade, doux au cou et chaud pour l'hiver québécois.
Combo bandeau & cache-cou - Précommande novembre 2025	bandeau-torsade-et-cache-cou	3	https://cdn.shopify.com/s/files/1/0475/8932/7010/files/Bandeaux_Cache-cou_Viscose_Asclepiade_Rouge.jpg?v=1782265388	2048	1536	Cache-cou en viscose de bambou rouge brique matelassé de surpiqûres en vagues, présenté avec son bandeau torsadé assorti, isolé à la soie d'Amérique, doux et chaud pour l'hiver.
Combo bandeau & cache-cou - Précommande novembre 2025	bandeau-torsade-et-cache-cou	4	https://cdn.shopify.com/s/files/1/0475/8932/7010/files/bandeau_gris_contexte.jpg?v=1760536551	1350	1800	Combo bandeau et cache-cou gris marbré en viscose de bambou, isolé à la soie du Québec, pour rester au chaud par temps froid.
Combo bandeau & cache-cou - Précommande novembre 2025	bandeau-torsade-et-cache-cou	5	https://cdn.shopify.com/s/files/1/0475/8932/7010/files/Bandeaux_Cache-cou_Viscose_Asclepiade_Vert_ddac27e0-5e60-4bf4-b4ac-79b8cf433591.jpg?v=1782265333	2048	1536	Combo bandeau torsadé et cache-cou en viscose de bambou vert forêt, cache-cou matelassé de surpiqûres ondulées, isolé à la soie d'Amérique, doux et chaud pour l'hiver québécois.
Combo BBQ: Manchons à boisson + mitaines de four	combo-barbecue-manchons-boisson-mitaines-four	1	https://cdn.shopify.com/s/files/1/0475/8932/7010/files/four_can_sleeves.png?v=1721335156	1024	1638	Combo BBQ réunissant des manchons à boisson et des mitaines de four isolés à la soie du Québec, pour le plaisir des grillades.
Combo BBQ: Manchons à boisson + mitaines de four	combo-barbecue-manchons-boisson-mitaines-four	2	https://cdn.shopify.com/s/files/1/0475/8932/7010/files/CANSLEEVES_LIFESTYLE.png?v=1721335019	1638	2048	Combo BBQ réunissant des manchons à boisson et des mitaines de four isolés à la soie d'asclépiade, pour le plaisir des grillades.
Combo Boissons froides: Besace + manchons	boissons-besace-manchons-asclepiade	1	https://cdn.shopify.com/s/files/1/0475/8932/7010/files/besace_manchons.png?v=1721397245	1024	1638	Combo boissons froides réunissant une besace isotherme et des manchons à boisson isolés à la soie d'asclépiade, pour garder vos breuvages au frais.
Combo Boissons froides: Besace + manchons	boissons-besace-manchons-asclepiade	2	https://cdn.shopify.com/s/files/1/0475/8932/7010/files/1.png?v=1721397633	1024	1536	
Combo Boissons froides: Besace + manchons	boissons-besace-manchons-asclepiade	3	https://cdn.shopify.com/s/files/1/0475/8932/7010/files/2.png?v=1782265390	1024	1536	Homme marchant en rue porte à la main une besace isotherme noire en toile de coton doublée de nylon, anses et logo Lasclay, isolée à la soie d'asclépiade pour garder les boissons fraîches.
Combo Boissons froides: Besace + manchons	boissons-besace-manchons-asclepiade	4	https://cdn.shopify.com/s/files/1/0475/8932/7010/files/CANSLEEVES_LIFESTYLE.png?v=1721335019	1638	2048	Combo BBQ réunissant des manchons à boisson et des mitaines de four isolés à la soie d'asclépiade, pour le plaisir des grillades.
Combo Boissons froides: Besace + manchons	boissons-besace-manchons-asclepiade	5	https://cdn.shopify.com/s/files/1/0475/8932/7010/files/3.png?v=1721397633	1024	1536	
Combo Boissons froides: Besace + manchons	boissons-besace-manchons-asclepiade	6	https://cdn.shopify.com/s/files/1/0475/8932/7010/files/4.png?v=1782265390	1024	1536	Personne portant en bandoulière une besace isotherme jaune moutarde en toile de coton doublée de nylon, anses noires et étiquette Lasclay, isolée à la fibre d'asclépiade pour garder les boissons au frais.
Combo manchons + coussin isotherme	combo-manchons-coussin-isotherme	1	https://cdn.shopify.com/s/files/1/0475/8932/7010/files/SMALL_TALLCAN_SEATINGPAD.png?v=1719000296	1638	2048	Combo de manchons à boisson et coussin isotherme en coton, isolés à la fibre d'asclépiade, pour vos sorties au frais.
Combo manchons + coussin isotherme	combo-manchons-coussin-isotherme	2	https://cdn.shopify.com/s/files/1/0475/8932/7010/files/CAN_SLEEVES_LIFESTYLE.png?v=1718994797	1638	2048	Combo de manchons à boisson et coussin isotherme en coton, isolés à la soie d'Amérique, pour vos sorties au frais.
Combo Sac lunch + Ensemble de cuisine	combo-sac-lunch-ensemble-cuisine-asclepiade	1	https://cdn.shopify.com/s/files/1/0475/8932/7010/files/lunch_et_cuisine.png?v=1721334528	1024	1638	Combo sac à lunch et ensemble de cuisine isolés à la soie d'Amérique, pour la préparation et le transport des repas.
Combo Sac lunch + Ensemble de cuisine	combo-sac-lunch-ensemble-cuisine-asclepiade	2	https://cdn.shopify.com/s/files/1/0475/8932/7010/files/IMG_1309.jpg?v=1759430491	350	490	Combo sac à lunch et ensemble de cuisine isolés à la soie d'Amérique, pour la préparation et le transport des repas.
Combo Sac lunch + Ensemble de cuisine	combo-sac-lunch-ensemble-cuisine-asclepiade	3	https://cdn.shopify.com/s/files/1/0475/8932/7010/files/Lasclay-Lunchbag-4x5-08-2_0def6195-c127-4f04-8d8e-9929492405fa.jpg?v=1721334804	1638	2048	
Combo Sac lunch + Ensemble de cuisine	combo-sac-lunch-ensemble-cuisine-asclepiade	4	https://cdn.shopify.com/s/files/1/0475/8932/7010/files/Lasclay-Lunchbag-4x5-06-2_61bb610b-ffe2-4837-b490-a964dc6c9b35.jpg?v=1721334806	1638	2048	
Combo Sacs à dos et lunch	combo-sac-dos-lunch-glaciere-asclepiade	1	https://cdn.shopify.com/s/files/1/0475/8932/7010/files/glaciere_lunch.png?v=1721399444	1024	1638	Combo sac à dos et sac à lunch isothermes isolés à la fibre d'asclépiade, pour transporter vos repas au frais.
Combo Sacs à dos et lunch	combo-sac-dos-lunch-glaciere-asclepiade	2	https://cdn.shopify.com/s/files/1/0475/8932/7010/files/Lasclay-Lunchbag-4x5-06-2_61bb610b-ffe2-4837-b490-a964dc6c9b35.jpg?v=1721334806	1638	2048	
Combo Sacs à dos et lunch	combo-sac-dos-lunch-glaciere-asclepiade	3	https://cdn.shopify.com/s/files/1/0475/8932/7010/files/Lasclay-Lunchbag-4x5-07-2_90e4a4c9-cd10-4632-9f95-7a67a0580440.jpg?v=1721399621	1638	2048	
Combo Sacs à dos et lunch	combo-sac-dos-lunch-glaciere-asclepiade	4	https://cdn.shopify.com/s/files/1/0475/8932/7010/files/LUNCH_BOX_-_45_FRONT_C_-_PINK.png?v=1721064960	1638	2048	Combo sac à dos et sac à lunch isothermes roses, isolés à la soie d'asclépiade, pour transporter vos repas au frais.
Combo Sacs à dos et lunch	combo-sac-dos-lunch-glaciere-asclepiade	5	https://cdn.shopify.com/s/files/1/0475/8932/7010/files/LUNCH_BOX_-_45_FRONT_C_-_RED.png?v=1721064894	1638	2048	Combo sac à dos et sac à lunch isothermes rouges, isolés à la soie d'Amérique, pour transporter vos repas au frais.
Combo Sacs à dos et lunch	combo-sac-dos-lunch-glaciere-asclepiade	6	https://cdn.shopify.com/s/files/1/0475/8932/7010/files/LUNCH_BOX_-_45_FRONT_C_-_BEIGE.png?v=1721064805	1638	2048	Combo sac à dos et sac à lunch isothermes beiges, isolés à la soie du Québec, pour transporter vos repas au frais.
Combo Sacs à dos et lunch	combo-sac-dos-lunch-glaciere-asclepiade	7	https://cdn.shopify.com/s/files/1/0475/8932/7010/files/LUNCH_BOX_-_45_FRONT_C_-_YELLOW.png?v=1721064639	1638	2048	Combo sac à dos et sac à lunch isothermes jaunes, isolés à la fibre d'asclépiade, pour transporter vos repas au frais.
Combo soin du visage: nettoyant & hydratant	combo-soin-visage-huile-asclepiade	1	https://cdn.shopify.com/s/files/1/0475/8932/7010/files/kit2.jpg?v=1782265389	1266	1187	Monarch Botanika facial cleanser and moisturizer with their boxes, made with cold-pressed milkweed seed oil
Combo soin du visage: nettoyant & hydratant	combo-soin-visage-huile-asclepiade	2	https://cdn.shopify.com/s/files/1/0475/8932/7010/files/kit.jpg?v=1782265389	1263	838	Monarch Botanika facial cleanser and moisturizer with a monarch butterfly and milkweed seed oil at sunset
Coussin d'assise thermal pliable	coussin-assise-thermal-pliable	1	https://cdn.shopify.com/s/files/1/0475/8932/7010/files/SITTING_PAD_-_45_F_-_GREEN.png?v=1782265389	1638	2048	Coussin d'assise isolé à la soie d'asclépiade Lasclay, vert olive, plié et sanglé, vu de trois quarts sur fond blanc.
Coussin d'assise thermal pliable	coussin-assise-thermal-pliable	2	https://cdn.shopify.com/s/files/1/0475/8932/7010/files/SITTING_PAD_FERME_LIFESTYLE.png?v=1782265390	1638	2048	Personne tenant le coussin d'assise vert olive Lasclay replié et sanglé, en extérieur près d'un sentier verdoyant.
Coussin d'assise thermal pliable	coussin-assise-thermal-pliable	3	https://cdn.shopify.com/s/files/1/0475/8932/7010/files/SITTING_PAD_-_FLAT_F_-_GREEN.png?v=1782265389	1638	2048	Coussin d'assise vert olive Lasclay replié et maintenu par sa sangle, vu de face sur fond blanc, compact à transporter.
Coussin d'assise thermal pliable	coussin-assise-thermal-pliable	4	https://cdn.shopify.com/s/files/1/0475/8932/7010/files/SITTING_PAD_-_FLAT_O_-_GREEN.png?v=1782265390	1638	2048	Coussin d'assise vert olive Lasclay déplié à plat, montrant ses sections matelassées et sa sangle, sur fond blanc.
Coussin d'assise thermal pliable	coussin-assise-thermal-pliable	5	https://cdn.shopify.com/s/files/1/0475/8932/7010/files/4be4547a-3f9c-46a2-8b14-5802ef157203.jpg?v=1782265334	768	1024	Personne lisant au bord d'un lac, assise sur un coussin de siège imperméable Lasclay isolé à la soie d'asclépiade posé sur la roche, en été.
Coussin d'assise thermal pliable	coussin-assise-thermal-pliable	6	https://cdn.shopify.com/s/files/1/0475/8932/7010/files/SITTING_PAD_OUVERT_LIFESTYLE.jpg?v=1782265389	1229	1536	Coussin d'assise vert olive Lasclay déplié sur une dalle de pierre ensoleillée, tenu à deux mains, pour une pause confortable dehors.
Coussin d'assise thermal pliable - IMPARFAIT	coussin-dassise-thermal-pliable-imparfait	1	https://cdn.shopify.com/s/files/1/0475/8932/7010/files/Coussin_thermal_imparfait_-_Taches.jpg?v=1782265333	2048	2048	Gros plan d'un coussin d'assise thermal pliable en toile de coton vert kaki garni de fibre d'asclépiade, étiquette Lasclay cousue, version imparfaite présentant de légères taches.
Coussin d'assise thermal pliable - IMPARFAIT	coussin-dassise-thermal-pliable-imparfait	2	https://cdn.shopify.com/s/files/1/0475/8932/7010/files/Coussin_thermal_imparfait_-_Decolle.jpg?v=1782265333	2048	2048	Gros plan d'un coussin d'assise thermal pliable en toile de coton vert kaki isolé à la soie d'asclépiade, doublure noire, version imparfaite montrant un léger décollement de couture.
Coussin d'assise thermal pliable - IMPARFAIT	coussin-dassise-thermal-pliable-imparfait	3	https://cdn.shopify.com/s/files/1/0475/8932/7010/files/Coussin_thermal_imparfait_-_Velcro.jpg?v=1782265333	2048	2048	Coussin d'assise thermal pliable en toile de coton vert olive isolé à la soie d'asclépiade, roulé et fermé par une attache velcro noire, étiquette Lasclay, chaud et compact à transporter.
Coussin d'assise thermal pliable - IMPARFAIT	coussin-dassise-thermal-pliable-imparfait	4	https://cdn.shopify.com/s/files/1/0475/8932/7010/files/SITTING_PAD_OUVERT_LIFESTYLE.png?v=1782265334	1638	2048	Coussin d'assise vert olive Lasclay déployé sur une dalle de pierre, prêt à s'asseoir au sec lors d'une pause en plein air.
Coussin d'assise thermal pliable - IMPARFAIT	coussin-dassise-thermal-pliable-imparfait	5	https://cdn.shopify.com/s/files/1/0475/8932/7010/files/4be4547a-3f9c-46a2-8b14-5802ef157203.jpg?v=1782265334	768	1024	Personne lisant au bord d'un lac, assise sur un coussin de siège imperméable Lasclay isolé à la soie d'asclépiade posé sur la roche, en été.
Coussin écoresponsable pour animaux	coussin-ecoresponsable-animaux	1	https://cdn.shopify.com/s/files/1/0475/8932/7010/files/coussinvert-dessus.png?v=1782265332	1383	1038	Coussin pour animaux Lasclay en toile de coton vert kaki vu de dessus, matelassage à larges canaux piqués rembourré de soie d'asclépiade et de fibres variées, sangle de transport et étiquette cousue, sur fond blanc.
Coussin écoresponsable pour animaux	coussin-ecoresponsable-animaux	2	https://cdn.shopify.com/s/files/1/0475/8932/7010/files/coussin_vert_roule.png?v=1782265332	900	1200	Coussin pour animaux Lasclay en toile de coton vert kaki enroulé et maintenu par sa sangle, rembourré de soie d'asclépiade et de fibres variées, douillet pour le repos en camping et en plein air, sur fond blanc.
Coussin écoresponsable pour animaux	coussin-ecoresponsable-animaux	3	https://cdn.shopify.com/s/files/1/0475/8932/7010/files/coussin_caramel_angle.png?v=1782265332	1500	1125	Coussin pour animaux Lasclay en toile de coton beige caramel, matelassé de larges canaux piqués et rembourré de fibre d'asclépiade et de fibres variées, sangle d'attache et étiquette cousue, vu de trois quarts.
Coussin écoresponsable pour animaux	coussin-ecoresponsable-animaux	4	https://cdn.shopify.com/s/files/1/0475/8932/7010/files/coussin_vert_angle.png?v=1782265332	1600	1200	Coussin pour animaux Lasclay en toile de coton vert kaki matelassé de larges canaux piqués, rembourré de fibre d'asclépiade et de fibres variées, sangles de fermeture noires, vu de trois quarts sur fond blanc.
Coussin écoresponsable pour animaux	coussin-ecoresponsable-animaux	5	https://cdn.shopify.com/s/files/1/0475/8932/7010/files/GeneratedImageSeptember11_2025-1_20PM.png?v=1782265332	1094	798	Chat blanc endormi, lové sur un coussin pour animaux Lasclay isolé à la soie d'asclépiade, posé sur un lit.
Coussin écoresponsable pour animaux	coussin-ecoresponsable-animaux	6	https://cdn.shopify.com/s/files/1/0475/8932/7010/files/intcoussinvertproche.png?v=1782265333	1536	2048	Gros plan de l'interieur du coussin vert kaki Lasclay montrant le matelas isolant a la soie d'asclepiade
Coussin écoresponsable pour animaux	coussin-ecoresponsable-animaux	7	https://cdn.shopify.com/s/files/1/0475/8932/7010/files/Coussin_Animaux_rouge.jpg?v=1782265333	1500	1125	Coussin pour animaux en toile de coton rouge bourgogne, rembourrage à la fibre d'asclépiade mêlée de fibres variées, sangle d'attache noire et étiquette Lasclay cousue, douillet pour chiens et chats.
Coussin écoresponsable pour animaux	coussin-ecoresponsable-animaux	8	https://cdn.shopify.com/s/files/1/0475/8932/7010/files/coussin_roule_rouge_et_vert_ajuste.jpg?v=1760457006	1536	1708	Deux coussins pour animaux Lasclay roulés et sanglés, l'un en toile de coton rouge bourgogne, l'autre vert kaki, rembourrés de soie d'asclépiade et de fibres variées, étiquettes cousues, sur fond blanc studio.
Coussin écoresponsable pour animaux	coussin-ecoresponsable-animaux	9	https://cdn.shopify.com/s/files/1/0475/8932/7010/files/Generated_Image_September_11_2025_-_2_05PM_1_bd65c762-3d80-4d07-9b81-8792252bd359.jpg?v=1782265333	1184	864	Chien labrador noir couché sur un matelas pour animaux rouge Lasclay isolé à la soie d'asclépiade, sur la banquette arrière d'une voiture.
Coussin écoresponsable pour animaux	coussin-ecoresponsable-animaux	10	https://cdn.shopify.com/s/files/1/0475/8932/7010/files/Coussin_amimaux_-_Schema_des_tailles_316f0413-af0a-44bf-bbb4-acc070e4c0df.jpg?v=1782265333	982	754	Schéma des tailles des coussins pour animaux Lasclay en toile de coton, rectangles emboîtés illustrant les formats small, medium, large et extra-large, sur fond blanc.
Couverture imprimée Asclépiade & Monarques	couverture-imprimee-asclepiade-monarques	1	https://cdn.shopify.com/s/files/1/0475/8932/7010/files/follicule-asclepiade-soie-au-vent.jpg?v=1782265333	1000	1500	Grande couverture illustrée de gousses d’asclépiade ouvertes, libérant leurs soies et graines dans un décor forestier automnal
Couverture imprimée Asclépiade & Monarques	couverture-imprimee-asclepiade-monarques	2	https://cdn.shopify.com/s/files/1/0475/8932/7010/files/Couverture-Monarque2.jpg?v=1782265333	2048	2048	Couverture en molleton Lasclay imprimée d'un papillon monarque butinant des fleurs d'asclépiade, pliée sur un lit, doublure grise.
Couverture imprimée Asclépiade & Monarques	couverture-imprimee-asclepiade-monarques	3	https://cdn.shopify.com/s/files/1/0475/8932/7010/files/Couverture-Monarque.jpg?v=1782265333	2048	2048	Couverture en molleton Lasclay imprimée d'une scène d'asclépiades en fleurs sous un ciel bleu, drapée sur un canapé de cuir, habitat du papillon monarque.
Couverture imprimée Asclépiade & Monarques – Modèle discontinué	couverture-imprimee-asclepiade-monarques-modele-discontinue	1	https://cdn.shopify.com/s/files/1/0475/8932/7010/files/couverture-papillon-monarque-lasclay.jpg?v=1750447113	1440	1080	Couverture Lasclay imprimée avec un papillon monarque vu de côté, posé sur une fleur d’asclépiade.
Crème contour des yeux à l'huile d'asclépiade - Collaboration Gourmet Sauvage × Lasclay	creme-contour-yeux-huile-asclepiade	1	https://cdn.shopify.com/s/files/1/0475/8932/7010/files/Creme_contour_des_yeux_Gourmet_Sauvage.jpg?v=1782265332	2048	2048	Pot ouvert de crème contour des yeux à l'huile d'asclépiade, posé sur une pierre avec des gousses et de la soie d'asclépiade, collaboration Gourmet Sauvage.
Crème contour des yeux à l'huile d'asclépiade - Collaboration Gourmet Sauvage × Lasclay	creme-contour-yeux-huile-asclepiade	2	https://cdn.shopify.com/s/files/1/0475/8932/7010/files/Creme_contour_des_yeux_Gourmet_Sauvage_3.jpg?v=1782265332	2048	2047	Pot ouvert de crème contour des yeux à l'huile d'asclépiade sur une surface grise, entouré de gousses et de soie d'asclépiade, collaboration Gourmet Sauvage.
Crème contour des yeux à l'huile d'asclépiade - Collaboration Gourmet Sauvage × Lasclay	creme-contour-yeux-huile-asclepiade	3	https://cdn.shopify.com/s/files/1/0475/8932/7010/files/Creme_contour_des_yeux_Gourmet_Sauvage_2.jpg?v=1782265332	2048	2047	Pot de crème contour des yeux à l'huile d'asclépiade niché dans la soie et les gousses d'asclépiade, collaboration Gourmet Sauvage et Lasclay.
Crème contour des yeux à l'huile d'asclépiade - Collaboration Gourmet Sauvage × Lasclay	creme-contour-yeux-huile-asclepiade	4	https://cdn.shopify.com/s/files/1/0475/8932/7010/files/3d9b23f1-e131-486a-995d-6a5b4c83aaec.jpg?v=1782265332	1024	1536	Personne examinant à contre-jour une fiole d'huile d'asclépiade dorée dans un atelier de brique, évoquant l'extraction artisanale de l'huile de soie d'Amérique.
Crème contour des yeux à l'huile d'asclépiade - Collaboration Gourmet Sauvage × Lasclay	creme-contour-yeux-huile-asclepiade	5	https://cdn.shopify.com/s/files/1/0475/8932/7010/files/Photos_Mai2026_Lasclay_Volcano_23.jpg?v=1782134805	1354	2030	Distillation en laboratoire : une huile dorée s'écoule d'une ampoule de verre vers un erlenmeyer, lors de l'extraction à partir d'asclépiade.
Crème hydratante d'asclépiade Monarch Botanika	hydratant-visage-huile-asclepiade	1	https://cdn.shopify.com/s/files/1/0475/8932/7010/files/hydratant_1.jpg?v=1782265390	1506	1189	Monarch Botanika facial moisturizer tube and box with milkweed seed oil, aloe and fresh milkweed sprigs
Crème hydratante d'asclépiade Monarch Botanika	hydratant-visage-huile-asclepiade	2	https://cdn.shopify.com/s/files/1/0475/8932/7010/files/hydratant_2.jpg?v=1782265390	1251	1165	Monarch Botanika facial moisturizer tube next to its box, made with cold-pressed milkweed seed oil
Crème hydratante d'asclépiade Monarch Botanika	hydratant-visage-huile-asclepiade	3	https://cdn.shopify.com/s/files/1/0475/8932/7010/files/hydratant_3.jpg?v=1782265389	1260	1192	Front of the Monarch Botanika facial moisturizer tube with cold-pressed milkweed seed oil, 60 mL
Crochet à mitaines	crochet-a-mitaines	1	https://cdn.shopify.com/s/files/1/0475/8932/7010/products/Crochet-1.png?v=1607175853	2000	2000	Crochet à mitaines Lasclay beige sable orné du logo papillon en relief, sur fond blanc de studio, pour suspendre et sécher les mitaines isolées à la soie d'asclépiade.
Crochet à mitaines	crochet-a-mitaines	2	https://cdn.shopify.com/s/files/1/0475/8932/7010/products/Crochet-5.png?v=1607175869	2000	2000	Crochet à mitaines Lasclay beige accroché à une tringle, retenant une paire de mitaines noires isolées à la soie d'asclépiade par le poignet pour les faire sécher.
Crochet à mitaines	crochet-a-mitaines	3	https://cdn.shopify.com/s/files/1/0475/8932/7010/products/Crochet-2.png?v=1607175869	2000	2000	Vue de face du crochet à mitaines Lasclay beige sable au logo papillon gravé dans un médaillon, sur fond blanc, pratique pour accrocher mitaines et accessoires à la soie d'Amérique.
Crochet à mitaines	crochet-a-mitaines	4	https://cdn.shopify.com/s/files/1/0475/8932/7010/products/Crochet-4.png?v=1607175869	2000	2000	Crochet à mitaines Lasclay beige sable vu de trois quarts sur fond blanc, son haut recourbé et sa fente d'insertion en évidence, pensé pour les mitaines à la soie du Québec.
Crochet à mitaines	crochet-a-mitaines	5	https://cdn.shopify.com/s/files/1/0475/8932/7010/products/Crochet-3.png?v=1607175869	2000	2000	Profil de la pince à mitaines Lasclay beige sable, vu de côté sur fond blanc, qui dévoile sa mâchoire fendue pour retenir les mitaines isolées à la fibre d'asclépiade.
Échange - erreur	echange-erreur	1	https://cdn.shopify.com/s/files/1/0475/8932/7010/products/echangelasclay_v2_8d4c2a29-346a-41d9-8fb0-ea063928418d.png?v=1782265450	1246	1366	Icone papillon monarque entoure de fleches circulaires illustrant l'echange Lasclay
Échange - Grandeur	echange-grandeur	1	https://cdn.shopify.com/s/files/1/0475/8932/7010/products/echangelasclay_v2.png?v=1782265333	1246	1366	Icone papillon monarque entoure de fleches circulaires illustrant l'echange Lasclay
Échange - Grandeur (tuque sport)	echange-grandeur-tuque-sport	1	https://cdn.shopify.com/s/files/1/0475/8932/7010/products/echangelasclay_v2.png?v=1782265333	1246	1366	Icone papillon monarque entoure de fleches circulaires illustrant l'echange Lasclay
Ensemble de cuisine	oven-mitts-pot-holder-place-mat	1	https://cdn.shopify.com/s/files/1/0475/8932/7010/files/kitcomplet2.png?v=1707857324	2048	2560	Ensemble de cuisine comprenant mitaines de four et sous-plat en coton, isolés à la soie d'asclépiade, pour la cuisson au quotidien.
Ensemble de cuisine	oven-mitts-pot-holder-place-mat	2	https://cdn.shopify.com/s/files/1/0475/8932/7010/files/KITCOMPLET.png?v=1707857324	2048	2560	Ensemble de cuisine comprenant mitaines de four et sous-plat en coton, isolés à la soie du Québec, pour manipuler les plats chauds.
Ensemble de cuisine	oven-mitts-pot-holder-place-mat	3	https://cdn.shopify.com/s/files/1/0475/8932/7010/files/Mitaine_Manique_39_d24fa27c-092a-47c4-8dbd-e87596a3dda4.png?v=1707857324	2048	2560	Ensemble de cuisine comprenant mitaines de four et sous-plat en coton, isolés à la soie d'Amérique, pour la cuisson au quotidien.
Ensemble de cuisine	oven-mitts-pot-holder-place-mat	4	https://cdn.shopify.com/s/files/1/0475/8932/7010/files/Mitaine_Manique_38_e280b33d-3331-416e-b0a5-00ba42b2c6b0.png?v=1707857324	2048	3080	Ensemble de cuisine comprenant mitaines de four et sous-plat en coton, isolés à la fibre d'asclépiade, pour la cuisson au quotidien.
