id,date_premier_courriel,mois,theme,sous_theme,bogue,langue,pays,no_commande,date_commande,delai_jours,etiquettes,sujet
7f680fd0-d0f3-4d98-811c-4875a9205afc,2025-09-29,2025-09,suivi_livraison,,,en,US,L-38686,2025-09-03,26,Support/🚚Suivi d'expédition/Chit Chats|Support/🚚Suivi d'expédition/Problème de livraison,Message from Donn Vitek
80a4ba40-c7ea-48e1-853c-27f318732243,2025-09-15,2025-09,probleme_produit_garantie,,,fr,,,,,Support/Réponses / Responses/FR/🧺Usage et entretien,Re: Défaut
b482b6bd-5846-48a7-a521-ad210016dcbb,2025-08-31,2025-08,probleme_produit_garantie,,,en,,,,,Opérations/🌱 Problème germination bombes ou graines ❗,Re: Milkweed products - Fall Launch 2025
bfc224be-9d80-4fc1-abf6-9192155f320f,2025-09-06,2025-09,probleme_produit_garantie,,,en,,,,,Opérations/🌱 Problème germination bombes ou graines ❗,Re: Fall 2025 Milkweed Products Presale
e04f91a4-448f-4f69-8a14-953183e487c9,2025-08-31,2025-08,probleme_produit_garantie,,,en,,,,,Opérations/🌱 Problème germination bombes ou graines ❗,Re: Fall 2025 Milkweed Products Presale
47f9496a-6856-4600-9931-4396648a4bfc,2025-08-30,2025-08,probleme_produit_garantie,,,en,,,,,Opérations/🌱 Problème germination bombes ou graines ❗,Re: Fall 2025 Milkweed Products Presale
86c46deb-e8f1-41c4-8e77-531d84cddde4,2025-08-26,2025-08,probleme_produit_garantie,,,en,,,,,Support/Réponses / Responses/FR/🤔Problèmes et erreurs/Mauvais item reçu|Support/Réponses / Responses/FR/🤔Problèmes et erreurs,Order-38335
db7cb03c-59c3-4eed-99f3-0cf7afa47063,2025-11-01,2025-11,probleme_produit_garantie,,,en,,,,,Opérations/🌱 Problème germination bombes ou graines ❗,Re: Win a trip to the Monarch Butterfly Sanctuary in Mexico 🦋
d2a4b34a-5ab0-4699-9ee6-d007ebfb322e,2025-08-18,2025-08,probleme_produit_garantie,,,fr,,,,,Opérations/🌱 Problème germination bombes ou graines ❗,Re: Prévente automnale 2025 - Produits d'asclépiade
c9686cc2-97ee-46ba-91f4-2598f072f10e,2025-11-20,2025-11,suivi_livraison,,,en,CA,L-41120,2025-11-10,10,Support/📨Expéditions prioritaires|Support/Réponses / Responses/FR/🤔Problèmes et erreurs/item manquant reship,Re: A shipment from order L-41120 has been delivered
8f2b1dcf-7308-4c99-b85a-73267812a36d,2025-12-04,2025-12,suivi_livraison,,,fr,CA,L-41880,2025-11-24,10,,Commande non reçue malgré l'avis de livraison
94a94544-ae50-49ee-97fe-0cc619bb5b16,2025-12-03,2025-12,retour_echange_remboursement,,,fr,,,,,Support/↩️ RETOURS - ECHANGES,Re: Important: avez-vous bien choisi votre grandeur de mitaines?
65692632-04b6-4e94-99bf-38ddc0cd8086,2025-11-13,2025-11,probleme_produit_garantie,,,en,,,,,Opérations/🌱 Problème germination bombes ou graines ❗,Re: Try Milkweed Products: you could win the trip of a lifetime 🦋
69c8e2f2-a388-4f5d-83dc-df21ec699c7f,2025-11-08,2025-11,probleme_produit_garantie,,,fr,,,,,Opérations/🌱 Problème germination bombes ou graines ❗,Re: Try Milkweed Products: you could win the trip of a lifetime 🦋
5d568204-6a07-4ecf-9cae-416a9092f68a,2025-10-31,2025-10,probleme_produit_garantie,,,en,,,,,Opérations/🌱 Problème germination bombes ou graines ❗,Re: Wondering
5de07040-c0a8-48fc-a845-e25b1a36f612,2025-11-12,2025-11,probleme_produit_garantie,,,en,,,,,Opérations/🌱 Problème germination bombes ou graines ❗,Stratfied seeds
5376273b-7f39-4e8b-8d92-ba9a950a08f5,2025-11-08,2025-11,probleme_produit_garantie,,,en,,,,,Opérations/🌱 Problème germination bombes ou graines ❗,Re: Try Milkweed Products: you could win the trip of a lifetime 🦋
58043811-6adf-4aa5-acfc-2c4d445417ec,2025-12-05,2025-12,retour_echange_remboursement,,,fr,CA,L-41738,2025-11-22,13,,Mitaines trop grandes L-41738
495411a7-030c-41f4-a5f3-fde7259fc5b4,2025-12-03,2025-12,modification_annulation_commande,,,fr,,,,,Support/Mise à jour commande,Re: Important: avez-vous bien choisi votre grandeur de mitaines?
4dbc5a34-fb2e-4d00-b631-20cd57e85f90,2025-11-08,2025-11,suivi_livraison,,,en,CA,L-39132,2025-09-13,56,,Re: Milkweed urban mittens order follow-up
3b60315f-0598-4d01-85e4-c6933749c1ba,2025-11-08,2025-11,probleme_produit_garantie,,,en,,,,,Opérations/🌱 Problème germination bombes ou graines ❗,Re: Try Milkweed Products: you could win the trip of a lifetime 🦋
2929359c-7fae-4a04-b8a3-3fddff005253,2025-10-17,2025-10,question_pre_achat,taille,,fr,,,,,Support/⚡ Ventes - info pré-achat,Re: Poids de la veste en pre-vente
2055bda9-b29e-48f8-983b-52c3ee166453,2025-09-16,2025-09,modification_annulation_commande,,,fr,,L-39238,2025-09-13,3,Support/Mise à jour commande,Re: Suivi de ta précommande Lasclay
2349fa56-59b2-45a7-a4c5-3cc044e6e666,2025-09-13,2025-09,question_pre_achat,points_de_vente,,fr,,,,,Support/Réponses / Responses/FR/🤔Problèmes et erreurs|Support/⚡ Ventes - info pré-achat,Re: Merci énormément pour votre commande
79ba5a6e-1bba-4c7b-a159-5dc3054e61d1,2025-12-21,2025-12,autre,,,?,,,,,,Impossible d’acheter les les mitaines de four . Impossible de les mettre dans le panier pour les commander depuis la mi décembre
a2deaad3-b310-4591-9840-89646d00f0e2,2025-11-25,2025-11,probleme_produit_garantie,,,fr,,,,,,Erreur dans le guide de taille : Tuque sport
dd9a25c9-87e0-4944-91b7-d09f52dfb30b,2025-11-22,2025-11,question_pre_achat,delai_expedition,,fr,,,,,Support/⚡ Ventes - info pré-achat,Re: Pré-commande
7f42c4ca-bd42-4c87-a20b-2537db08bcc6,2025-12-08,2025-12,modification_annulation_commande,,,en,,,,,Support/Mise à jour commande,Shipping
d1f3d0fa-ac51-49cd-9414-d1eb6fbb1162,2025-12-10,2025-12,retour_echange_remboursement,,,fr,CA,L-28688,2024-12-31,344,Support/📨Expéditions prioritaires|Support/↩️ RETOURS - ECHANGES,Re: Commande L-28688 confirmée
e52ca93d-32d9-4a59-83fe-276166c41204,2025-12-22,2025-12,modification_annulation_commande,,,fr,CA,L-43264,2025-12-08,14,Support/Mise à jour commande,Re: Commande L-43264
fc32c047-e532-4021-8d84-0e86027a768e,2025-12-23,2025-12,modification_annulation_commande,,,fr,CA,L-44710,2025-12-22,1,,Doublon de commande
ed152ee5-b6e2-44e2-97d5-87895a2eceb1,2025-10-21,2025-10,suivi_livraison,,,fr,CA,L-40149,2025-10-13,8,,RE: Merci de ton soutien
d20e23ac-65e7-41a7-9f3a-0e7eab4487d0,2025-12-22,2025-12,suivi_livraison,,,fr,,,,,,Rép. : Suivi de commande - on continue de travailler fort
c8aa5e9c-4152-41db-af3b-400eb9acd4fa,2025-12-21,2025-12,suivi_livraison,,,fr,,,,,,Re: Les manteaux sont à Québec!
a99bc258-8ba9-4387-9a79-1955b1c7e9f4,2025-12-09,2025-12,suivi_livraison,,,fr,CA,L-43404,2025-12-09,0,,Re: Commande L-43404 confirmée
ad6251b1-02cd-47f7-844b-c7d852738e61,2025-12-10,2025-12,modification_annulation_commande,,,fr,CA,L-42688,2025-12-03,7,Support/Mise à jour commande,
b138bdc4-bf5a-4c6e-976d-f03036b12d95,2025-12-09,2025-12,modification_annulation_commande,,,fr,,L-42081,2025-11-27,12,Support/Mise à jour commande,Re: Commande L-42081 confirmée
b52c6b92-9f66-4015-a838-2804ed90853b,2025-12-21,2025-12,suivi_livraison,,,fr,,,,,,Re: Suivi de commande - on continue de travailler fort
841f9f5e-9083-4fbc-81c8-0ec8f65d319f,2025-12-21,2025-12,suivi_livraison,,,fr,,,,,,Re: Suivi de commande - on continue de travailler fort
8ea75cea-e6b3-4742-9dcb-64619a10048c,2025-12-20,2025-12,retour_echange_remboursement,,,fr,,,,,Support/↩️ RETOURS - ECHANGES,Re: Suivi de commande - on continue de travailler fort
909ed2b9-4b01-4520-9dac-5b61149d6ca9,2025-12-11,2025-12,modification_annulation_commande,,,fr,,,,,,Re: Merci énormément pour votre commande
6c4c24ea-35d0-434f-9d4b-ca646368e2e6,2025-12-15,2025-12,modification_annulation_commande,,,fr,,,,,Support/Mise à jour commande,Produit jamais reçu.
6cccfcd9-b462-4cd1-8a5e-9d28bf70462c,2025-12-20,2025-12,retour_echange_remboursement,,,fr,,,,,Support/↩️ RETOURS - ECHANGES,Re: Suivi de commande - on continue de travailler fort
795039d6-4140-4ad2-bd19-08a0102dc3ed,2025-12-12,2025-12,suivi_livraison,,,fr,CA,L-43132,2025-12-07,5,Support/📨Expéditions prioritaires,Commande L-43132
6369f3c4-87bb-42f9-8207-82e491a4fe3b,2025-12-20,2025-12,retour_echange_remboursement,,,fr,,,,,Support/↩️ RETOURS - ECHANGES,Re: Suivi de commande - on continue de travailler fort
6949c92c-c852-4647-ad64-cacdff7c92c9,2025-12-02,2025-12,suivi_livraison,,,fr,CA,L-42242,2025-11-29,3,Support/📨Expéditions prioritaires,Re: Important: avez-vous bien choisi votre grandeur de mitaines?
45e7b661-b9a4-4466-abe5-76116e3921aa,2025-12-18,2025-12,suivi_livraison,,,fr,,,,,,Livraison
46afe576-6f5f-416e-a2ea-b38d092b4aa0,2025-12-19,2025-12,suivi_livraison,,,fr,CA,L-43956,2025-12-13,6,,Re: Une commande L-43956 a été livrée
3925e1aa-b333-4359-8e10-ce7f60dd2772,2025-12-14,2025-12,suivi_livraison,,,fr,,,,,Support/R&D/Feedbacks manteaux infolettre,Re: Suivi de ta précommande de manteau d'asclépiade
3b1994ac-6410-49f7-815c-bab6ffc150f7,2025-09-26,2025-09,suivi_livraison,,,en,US,L-39295,2025-09-13,13,Support/🚚Suivi d'expédition/Chit Chats|Support/🚚Suivi d'expédition/Problème de livraison,Re: Refund request: A shipment from order L-39295 is on the way
3f7c1710-5429-46ac-9f30-a355c94c4628,2025-12-16,2025-12,suivi_livraison,,,fr,,,,,,Re: Les manteaux sont arrivés à Montréal
279d9b64-7744-49ea-8e1a-5c01ed8d3257,2025-12-17,2025-12,suivi_livraison,,,fr,CA,L-43122,2025-12-07,10,,Re: Commande L-43122 confirmée
2abd46b0-c4db-4297-99f1-800c7d6f7d2d,2025-12-10,2025-12,modification_annulation_commande,,,fr,CA,L-42733,2025-12-04,6,Support/Mise à jour commande,Re: Commande L-42733 confirmée
2d2b90c6-a75d-41d6-ac6f-f0bf10df4461,2025-12-19,2025-12,retour_echange_remboursement,,,fr,CA,L-42302,2025-11-29,20,Support/↩️ RETOURS - ECHANGES,Re: Une commande L-42302 est en cours de livraison
0d2fc473-2999-441b-b509-b60cf42d62fd,2026-01-01,2026-01,retour_echange_remboursement,,,fr,CA,L-39207,2025-09-13,110,Support/↩️ RETOURS - ECHANGES,Re: Une commande L-39207 est en transit
0f3635ab-f93f-45fd-8b8f-7d2895d3e1c2,2025-11-25,2025-11,question_pre_achat,,,fr,,,,,Support/⚡ Ventes - info pré-achat,Re: Demande d’information articles en pré vente
5bf40c70-d522-43d0-8e76-2d1dceb919da,2025-11-24,2025-11,suivi_livraison,,,fr,CA,L-41299,2025-11-14,10,Support/📨Expéditions prioritaires,Re: Une commande L-41299 est en transit
d161681d-2928-4520-b163-b886d6d5e023,2025-11-23,2025-11,question_pre_achat,taille,,fr,,,,,Support/⚡ Ventes - info pré-achat,Re: Mitaine
c91d6369-4026-469d-8ca7-e26ab86c9632,2025-11-18,2025-11,question_pre_achat,,,fr,,,,,,Message from Robert Delorme
f05cf0d0-ab70-441f-b5a7-3f5826c8087c,2025-11-17,2025-11,wholesale_b2b,,,fr,,,,,,Re: Question - prévente
2e8b611a-70e4-41ff-8d69-97d7006d7c15,2025-11-16,2025-11,autre,,,fr,,,,,,Re: Manteau
55a3fed4-2232-40c9-974b-ebd14bb66b93,2025-09-17,2025-09,retour_echange_remboursement,,,en,,,,,,Re: ATTN: INVOICE OVERDUE - FREIGHTCOM $6628.82
feba29ab-e5d6-4648-8b62-c4ea35664165,2025-11-18,2025-11,suivi_livraison,,,fr,,,,,,Re: Suivi de ta précommande de manteau d'asclépiade
bc53e7e8-e63e-4e9e-a24c-e9674e32fd54,2025-11-17,2025-11,wholesale_b2b,,,fr,,,,,,Re: TELUS
b0d146d4-32f3-46e7-866f-7c59df08e60f,2025-11-18,2025-11,suivi_livraison,,,fr,,,,,,Re: Suivi de ta précommande de manteau d'asclépiade
159cf452-cf1d-4bbd-b77a-e0861ac4ce76,2025-11-06,2025-11,question_pre_achat,chaleur_performance|prix,,en,,,,,,Re: Your order was not completed. Any questions? 😊
62bba087-4ed1-47e6-9cde-d9c021001408,2025-10-25,2025-10,suivi_livraison,,,fr,,,,,,Re: Suivi de ta commande de manteau / veste d'asclépiade
7cbc9013-4a11-4b95-a1cd-27ac9649679d,2025-11-05,2025-11,question_pre_achat,,,fr,,,,,,Re: Vos produits
6bb08f0a-d52a-40f2-8eca-e0f79119118f,2025-10-29,2025-10,retour_echange_remboursement,,,fr,,,,,,Re: Mesur de la main
c28ce28c-3dd4-4890-8021-dbae8bf51cb4,2025-08-17,2025-08,autre,,,fr,,,,,,Re:
cdd655e7-0b0e-4351-a5c9-03d4d7cd8a54,2025-10-15,2025-10,suivi_livraison,,,en,,,,,,Order #e1qbpk - Art of Where
0c84b931-3495-4834-9ee9-e9ca75256476,2025-10-17,2025-10,probleme_produit_garantie,,,fr,CA,L-40213,2025-10-17,0,,Re: Merci de ton soutien
07444476-97d6-495e-899b-214eccc705fd,2025-10-21,2025-10,reponse_marketing,,,fr,,,,,,Re: Merci énormément pour votre commande
ca9cc0f4-545d-491b-9613-32bd3bc20add,2025-10-13,2025-10,question_pre_achat,prix,,en,,,,,Support/⚡ Ventes - info pré-achat,Re: Purchase Milkweed Insulating Non-Woven Batting
595ef45b-fc97-4d59-9999-306da4c341e8,2025-08-28,2025-08,suivi_livraison,,,?,CA,L-34906,2025-05-12,108,Support/🚚Suivi d'expédition/Problème de livraison,Re: Une commande L-34906 est en transit
f2bbc644-f145-46a1-96ec-577501b54fdf,2025-10-09,2025-10,autre,,,fr,,,,,,Re: Besace isotherme en asclépiade
2e3f84e8-0133-4641-a528-bd121f61afcf,2025-08-19,2025-08,retour_echange_remboursement,,,fr,,,,,,Re: Retour de mitaines défectueuse
8156ab28-57bb-4d6d-8a5a-f4cf5b3c2514,2025-10-07,2025-10,autre,,,fr,,,,,,Re: Transporteur
98d1a43f-a3bd-4dc7-b062-03ee4de7f666,2025-10-07,2025-10,suivi_livraison,,,fr,,,,,,Re: suivi 1658
f3b58b2f-0498-41cb-b2c3-77c6074954ef,2025-10-07,2025-10,question_pre_achat,chaleur_performance,,fr,,,,,,Re: Infos
3b87bff0-2514-4659-b5aa-12dc1f6f4b26,2025-10-01,2025-10,probleme_produit_garantie,,,fr,,,,,,Re: Suivi suite à un achat
dc0383db-4e56-4ea5-964c-cf057c7ec9d2,2025-10-05,2025-10,question_pre_achat,,,fr,,,,,,Message from Bruno Hay
f364db68-d93a-427b-9458-4179b723667d,2025-10-02,2025-10,suivi_livraison,,,fr,,,,,,Message from Natalie Saint-Pierre
9dd290d4-a553-40a0-80a5-fdf223b6e87f,2025-08-23,2025-08,suivi_livraison,,,fr,CA,L-38309,2025-08-16,7,Support/🚚Suivi d'expédition/Problème de livraison,Re:
0e2589aa-c22e-415e-88dc-d43eb1b5f0c8,2025-08-14,2025-08,wholesale_b2b,,,en,,,,,Opérations/Facture,Fwd: Facture d’Axxess / Axxess Invoice. Dossier/File (SQSI00135772) Facture/Invoice (SQSI00135772/B)
075d366f-0f19-45b0-9b91-685949330482,2025-08-18,2025-08,wholesale_b2b,,,fr,,,,,Opérations/Facture,Fwd: Facturation Bague monarque Taille 5.5
90714a9d-6201-4b06-8211-cd3493ef2bb1,2025-09-20,2025-09,question_pre_achat,delai_expedition|prix,,fr,,,,,Support/Suivi de commande|Support/⚡ Ventes - info pré-achat,Re: Suivi de ta précommande Lasclay
20696c41-61a2-4f00-91fe-0d382a8f8f06,2025-08-30,2025-08,suivi_livraison,,,fr,,,,,Support/🚚Suivi d'expédition,Re: Commande
28b0973c-40df-47c3-8c67-6ca49a5670e6,2025-09-22,2025-09,suivi_livraison,,,fr,,,,,,Re: Panier d'achat toujours ouvert. Des questions? 😊
c2fabeeb-dfdf-402f-b7e9-cab0dc48310d,2025-09-04,2025-09,retour_echange_remboursement,,,fr,CA,L-38382,2025-08-22,13,,Re: Commande L-38382: Demande de retour le 4 septembre et toujours pas de réponse de votre part
3c8e1064-a8f8-42ff-a065-b9507f23057c,2025-09-23,2025-09,autre,,,fr,,,,,,Message from Marcelle Fafard-Godbout
d6381247-ee05-4a3b-9419-17cec210791c,2025-09-18,2025-09,suivi_livraison,,,fr,,,,,,Re: Panier d'achat toujours ouvert. Des questions? 😊
bf19b0a1-48b2-4f69-b01f-1ea40518444e,2025-09-22,2025-09,autre,,,fr,,,,,,Re: Grandeurs - manteau
77b3fd7c-e203-4758-b93b-24fd2422fde5,2025-09-21,2025-09,reponse_marketing,,,fr,,,,,,Re: Commandes à envoyer
690a13ed-2ed6-4540-99a3-ac29be058c2d,2025-09-18,2025-09,autre,,,fr,,,,,,Message from Marie-Chantal Grégoire
b304ad75-8352-43d1-8b3f-2e2be012df92,2025-09-15,2025-09,autre,,,fr,,,,,,Re: demande entrevue - Pleins feux sur Québec
c6de92fb-cc83-40b3-907e-3f8ab3d6e430,2025-09-13,2025-09,suivi_livraison,,,fr,CA,L-39302,2025-09-13,0,,Re: Commande L-39302 confirmée
dd70ef73-072d-4ff9-9cea-5a605b57a443,2025-09-13,2025-09,autre,,,fr,CA,L-39243,2025-09-13,0,,Re: Commande L-39243 confirmée
67c61615-ec9c-4494-bae1-f6400f098574,2025-09-13,2025-09,autre,,,fr,,,,,,Re: Promotion
78f13353-195b-4233-818b-7919b35a7362,2025-09-13,2025-09,probleme_produit_garantie,,,fr,CA,L-39360,2025-09-13,0,,Re: COMMANDE L-39360
d67a5705-0c6a-4e96-895c-aef249ce91ce,2025-09-15,2025-09,wholesale_b2b,,,fr,CA,L-39138,2025-09-13,2,,Re: commande
4d51ac57-5e77-4028-ad6c-e5b21e9ff674,2025-09-13,2025-09,reponse_marketing,,,en,,,,,,Re: Thank you for your support
cdb5bcdf-a622-4ec6-80e3-2deddcdd33bb,2025-09-13,2025-09,question_pre_achat,chaleur_performance|origine_fabrication,,fr,,,,,,Message from Daphné Touzin
9b7b69a7-da4c-4ea6-97fe-0389af929ba5,2025-09-12,2025-09,wholesale_b2b,,promo,fr,,,,,,Re: Grande Prévente 2025 - Produits d'asclépiade
9664e382-a198-49a2-afdb-f884e8c3fdca,2025-09-08,2025-09,wholesale_b2b,,,fr,,,,,,Re: Prévente automnale 2025 - Produits d'asclépiade
bfbbcb60-7d56-4405-85ae-b7feacc813c0,2025-09-03,2025-09,retour_echange_remboursement,,,fr,,,,,,Message from Marie-Eve Deschenes
e9a8e27d-2923-4778-926a-59c7d97e099b,2025-08-31,2025-08,retour_echange_remboursement,,,fr,,,,,,"Re: Grandeur, cadeau,"
a7196932-72c4-4f69-8dbb-cee537160cbe,2025-08-16,2025-08,wholesale_b2b,,,fr,,,,,,Re: Annonce des nouveaux produits de l'automne
e292e017-6d72-4adc-b061-5db7e0ba1cae,2025-09-08,2025-09,autre,,,en,CA,L-38910,2025-09-07,1,,Re: Commande L-38910 confirmée
650a0490-d661-406a-9c43-109c9079120a,2025-09-06,2025-09,autre,,,en,,,,,,Message from Wendy Stewart Lyons
9ce18122-055a-44fe-96bb-154aec3f2339,2025-08-16,2025-08,probleme_produit_garantie,,,fr,,,,,,Re: Suivi de ta commande
ea974bb8-aade-4e8b-85a2-358c1ad75755,2025-08-13,2025-08,probleme_produit_garantie,,,fr,CA,L-30561,2025-03-08,158,,Re: Sac à dos glacière 30L - Bris
aefcbe78-95f6-4660-b314-c33378b80f27,2025-08-30,2025-08,question_pre_achat,prix,,en,,,,,,Re: Question about milkweed
137582ad-0990-47a3-8f0e-fe87de3bff46,2025-09-03,2025-09,suivi_livraison,,,fr,CA,L-23451,2024-07-15,,,Re: Une commande L-23451 a été livrée
f727135a-b174-459b-a8a7-4cf9fa11c304,2025-08-20,2025-08,probleme_produit_garantie,,,en,US,L-37199,2025-06-22,59,Opérations/🌱 Problème germination bombes ou graines ❗,Re: A shipment from order L-37199 is on the way
7a146e9c-d7cd-4f33-869f-653e90ae3c03,2025-08-30,2025-08,probleme_produit_garantie,,,en,,,,,Opérations/🌱 Problème germination bombes ou graines ❗,Re: Fall 2025 Milkweed Products Presale
f7f2b55f-81d1-41e0-928b-c3edf77f637d,2025-08-25,2025-08,question_pre_achat,chaleur_performance,,fr,,,,,,Re: Coussin d'assise
7e37f7e3-b3c8-4e83-9146-f9e8040d6719,2025-08-05,2025-08,probleme_produit_garantie,,,en,,,,,Opérations/🌱 Problème germination bombes ou graines ❗,Re: Milkweed Bomb Issue
6d5e2447-1b02-498c-8388-ad67b7c1b2a4,2025-08-30,2025-08,probleme_produit_garantie,,,en,,,,,Opérations/🌱 Problème germination bombes ou graines ❗,Re: Fall 2025 Milkweed Products Presale
9e3d3e7c-806c-493e-8ad6-eb9a7e4806b1,2025-08-31,2025-08,probleme_produit_garantie,,,en,,,,,Opérations/🌱 Problème germination bombes ou graines ❗,Re: Fall 2025 Milkweed Products Presale
0c04d016-5291-477d-b2d2-c885feda86db,2025-08-11,2025-08,retour_echange_remboursement,,,fr,,,,,,Re: Garantie
c37bcef0-75eb-498b-92dd-b03de31b4fc6,2025-08-19,2025-08,suivi_livraison,,,fr,,,,,,Re: Commande
93dfae4a-da70-4a2a-b4d4-e08ee8f85fd9,2025-08-23,2025-08,reponse_marketing,,,en,,,,,,Re: Thanks for your support
13411e41-9682-418f-acc5-0efe9235517f,2025-08-17,2025-08,autre,,,fr,,,,,,Re: Veste sans manche
da312705-f248-45c9-b4e3-631b36f0a707,2025-08-12,2025-08,question_pre_achat,,paiement,fr,,,,,,Re: Ton panier est resté ouvert. Avais-tu des questions? 😊
1140c967-e3c6-4d76-9b97-341c7922ba02,2025-08-02,2025-08,suivi_livraison,,,fr,,,,,Support/R&D/Feedbacks manteaux infolettre,Re: Suivi de ta précommande de manteau / veste d'asclépiade
02568858-0bf0-449e-8311-5754e83d96a1,2025-08-03,2025-08,autre,,,fr,,,,,,Re: Quoi faire
520ade0d-2ecc-4b1c-a7c4-3ac22c2ecaa4,2025-10-07,2025-10,suivi_livraison,,,en,,,,,,RE: Following up – Getting Lasclay started with eShipper
d27b9d4a-b00c-4bad-9eff-4e81ed98ea03,2025-10-05,2025-10,wholesale_b2b,,,fr,,,,,,Re: RAMASSAGE 18 OCTOBRE + Rapport de ventes septembre 2025
c6352642-6c13-4be6-8b06-b3a255102bde,2025-10-15,2025-10,retour_echange_remboursement,,,fr,,,,,Support/Réponses / Responses/FR/🌱Botanique,Re: Durée de conservation
fdf20c30-bfda-4d71-af5f-e61cd366cf92,2025-09-28,2025-09,wholesale_b2b,,,fr,,,,,Support/Réponses / Responses/FR/🌱Botanique,Re: Grande Prévente 2025 - Produits d'asclépiade
817e286d-5c6f-4b84-a6bc-0968ede00656,2026-02-21,2026-02,retour_echange_remboursement,,,fr,,,,,Support/Carte Cadeau,Re: Panier d'achat toujours ouvert. Des questions? 😊
5cb3315a-1909-4cff-976f-f7dafa8d43a8,2025-10-01,2025-10,suivi_livraison,,,en,US,L-39533,2025-09-15,16,Support/🚚Suivi d'expédition/Chit Chats|Support/Mise à jour commande|Support/🚚Suivi d'expédition/Problème de livraison,Re: Fwd: Milkweed planting campaign to save monarchs 🦋
c3d57760-9dcc-4310-b7c4-382dfac6a4f6,2025-10-11,2025-10,suivi_livraison,,,en,US,L-39736,2025-09-20,21,Support/🚚Suivi d'expédition/Chit Chats|Support/🚚Suivi d'expédition,Re: Order L-39736
eccf8cf6-e3e9-4e5f-b752-7d8074d8b2db,2025-10-16,2025-10,suivi_livraison,,,en,US,L-39916,2025-09-24,22,Support/🚚Suivi d'expédition/Chit Chats|Support/🚚Suivi d'expédition/Problème de livraison,Order L-39916 confirmed
49cc553a-0d87-4ac4-a05a-83d3bd28b1cc,2025-10-16,2025-10,suivi_livraison,,,en,US,L-39373,2025-09-13,33,Support/🚚Suivi d'expédition/Chit Chats|Support/🚚Suivi d'expédition/Problème de livraison,Re: order # L-39373
904e3bc7-18dd-48c2-b30f-337c17df0fca,2025-10-11,2025-10,suivi_livraison,,,en,US,L-38824,2025-09-06,35,Support/🚚Suivi d'expédition/Chit Chats|Support/🚚Suivi d'expédition/Problème de livraison,Re: A shipment from order L-38824 is on the way
3027040c-204d-4223-a759-58e9bdfbce47,2025-09-16,2025-09,reponse_marketing,,,en,,,,,Marketing/Choix de langue pour Klaviyo,Re: Thank you for your support
a7b1508a-e7f7-4f1a-bd68-f76eca234374,2026-03-05,2026-03,modification_annulation_commande,,promo,fr,CA,L-46593,2026-02-06,27,Support/Code Promo|Support/Draft AI Support|Support/Mise à jour commande,Re: Erratum (vente de fin de saison Lasclay)
030a06db-d1de-436d-bd22-bab366d02f27,2026-02-05,2026-02,modification_annulation_commande,,,fr,,,,,Support/Code Promo|Support/Draft AI Support|Support/Mise à jour commande,Re: Erreur d'adresse
625a7a6b-4c5f-41f2-8e53-764d3e68a07f,2026-03-05,2026-03,modification_annulation_commande,,,fr,,,,,Support/Code Promo|Support/Draft AI Support|Support/Mise à jour commande,Re: Erratum (vente de fin de saison Lasclay)
5d0704a2-8829-4c69-967d-b4f7ccdc0f8f,2026-03-13,2026-03,modification_annulation_commande,,,fr,CA,L-48273,2026-03-13,0,Support/Code Promo|Support/Draft AI Support|Support/Mise à jour commande,Re: Commande L-48273 confirmée
c108ef00-f64a-41f6-be09-5eab2e7618c9,2026-02-05,2026-02,modification_annulation_commande,,,fr,CA,L-46541,2026-02-05,0,Support/Code Promo|Support/Draft AI Support|Support/Mise à jour commande,Re: Commande L-46541 confirmée
a0159383-bc2f-439e-b81c-5a56338dbf02,2026-02-24,2026-02,modification_annulation_commande,,promo,fr,CA,L-47404,2026-02-24,0,Support/Code Promo|Support/Draft AI Support|Support/Mise à jour commande,Re: Commande L-47404
99679635-5134-4628-a2ad-50e0aa6b5634,2026-03-02,2026-03,modification_annulation_commande,,promo,fr,CA,L-47685,2026-03-02,0,Support/Code Promo|Support/Draft AI Support|Support/Mise à jour commande,Re: L-47685 - Rabais 15% non appliquée
e2322ad8-cb24-41fc-8127-02508bd324cc,2026-03-21,2026-03,modification_annulation_commande,,,en,,,,,Support/Code Promo|Support/Draft AI Support|Support/Mise à jour commande,Re: Reminder: your Lasclay order awaits you 😊
a3e1f5ff-3f76-48cf-8e9a-295dfe228b5e,2026-03-06,2026-03,question_pre_achat,prix,,en,,,,,Support/Code Promo|Support/Mise à jour commande|Support/⚡ Ventes - info pré-achat,Re: Your order was not completed. Any questions? 😊
07d7ecac-50f7-48c9-9e52-10908f9ed96e,2026-03-03,2026-03,modification_annulation_commande,,,fr,CA,L-47524,2026-02-27,4,Support/Code Promo|Support/Mise à jour commande,Re: Erratum (vente de fin de saison Lasclay)
3c6fe138-515a-4ceb-b3bc-a3bd0aa0a1cb,2026-03-02,2026-03,retour_echange_remboursement,,promo,fr,CA,L-47804,2026-03-03,,Support/Code Promo|Support/↩️ RETOURS - ECHANGES,Re: Une commande L-47804 a été livrée
ec26938e-91ce-426c-8c6b-6032b17554a8,2026-03-15,2026-03,modification_annulation_commande,,,fr,CA,L-48413,2026-03-15,0,Support/Code Promo|Draft AI RÉVISÉ PAR HUMAIN,Re: Commande L-48413 confirmée
